
start
$G14,45,160,*79
$GPGSV,2,2,06,27,05,029,,30,,,17*41
$GPGLL,,,,,152327.00,V,N*4A
$GPRMC,152328.00,V,,,,,,,190923,,,N*72
$GPVTG,,,,,,,,,N*30
$GPGGA,152328.00,,,,,0,00,99.99,,,,,,*69
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,05,50,283,23,07,49,059,10,13,38,296,14,14,45,160,*71
$GPGSV,2,2,06,27,05,029,,30,,,17*41
$GPGLL,,,,,152328.00,V,N*45
$GPRMC,152329.00,V,,,,,,,190923,,,N*73
$GPVTG,,,,,,,,,N*30
$GPGGA,152329.00,,,,,0,00,99.99,,,,,,*68
$GPGSA,A,1,,,,,,,,,,,,,999,99.99*30
$GPGSV,2,1,06,05,50,283,23,07,49,059,16,13,38,296,20,14,45,160,22*70
$GPGSV,2,2,06,27,05,029,,30,,,19*4F
$GPGLL,,,,,152329.00,V,N*44
$GPRMC,152330.00,V,,,,,,,190923,,,N*7B
$GPVTG,,,,,,,,,N*30
$GPGGA,152330.00,,,,,0,00,99.99,,,,,,*60
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,06,05,50,283,22,07,49,059,23,13,38,296,22,14,45,160,20*77
$GPGSV,2,2,06,27,05,029,,30,,,19*4F
$GPGLL,,,,,152330.00,V,N*4C
$GPRMC,152331.00,V,,,,,,,190923,,,N*7A
$GPVTG,,,,,,,,,N*30
$GPGG31.00,,,,,0,03,6.98,,,,,,*55
$GPGSA,A,1,07,05,13,,,,,,,,,,7.05,6.98,1.00*04
$GPGSV,2,1,06,05,50,283,20,07,49,059,28,13,38,296,23,14,45,160,18*74
$GPGSV,2,2,06,27,05,029,,30,,,24*41
$GPGLL,,,,,152331.00,V,N*4D
$GPRMC,152332.00,V,,,,,,,190923,,,N*79
$GPVTG,,,,,,,,,N*30
$GPGGA,152332.00,,,,,0,03,6.98,,,,,,*56
$GPGSA,A,1,07,05,13,,,,,,,,,,7.05,6.98,1.00*04
$GPGSV,2,1,06,05,50,283,28,07,49,059,29,13,38,296,24,14,45,160,18*7A
$GPGSV,2,2,06,27,05,029,,30,,,24*41
$GPGLL,,,,,152332.00,V,N*4E
$GPRMC,152333.00,V,,,,,,,190923,,,N*78
$GPVTG,,,,,,,,,N*30
$GPGGA,152333.00,,,,,0,03,6.97,,,,,,*58
$GPGSA,A,1,07,05,13,,,,,,,,,,7.04,6.97,1.00*0A
$GPGSV,2,1,07,05,50,283,29,07,49,059,29,13,38,296,23,14,45,160,18*7D
$GPGSV,2,2,07,20,,,36,27,05,029,,30,,,24*47
$GPGLL,,,,,152333.00,V,N*4F
$GPRMC,152334.00,V,,,,,,,190923,,,N*7F
$GPVTG,,,,,,,,,N*30
$GPGGA,152334.00,,,,,0,03,6.97,,,,,,*5F
$GPGSA,A,1,07,05,13,,,,,,,,,,7.04,6.97,1.00*0A
$GPGSV,2,1,07,05,50,283,22,07,49,059,27,13,38,296,22,14,419*78
$GPGSV,2,2,07,20,,,35,27,05,029,,30,,,21*41
$GPGLL,,,,,152334.00,V,N*48
$GPRMC,152335.00,V,,,,,,,190923,,,N*7E
$GPVTG,,,,,,,,,N*30
$GPGGA,152335.00,,,,,0,03,6.96,,,,,,*5F
$GPGSA,A,1,07,05,13,,,,,,,,,,7.03,6.96,1.00*0C
$GPGSV,2,1,07,05,50,283,28,07,49,059,25,13,38,296,30,14,45,160,20*79
$GPGSV,2,2,07,20,,,26,27,05,029,,30,,,20*42
$GPGLL,,,,,152335.00,V,N*49
$GPRMC,152336.00,V,,,,,,,190923,,,N*7D
$GPVTG,,,,,,,,,N*30
$GPGGA,152336.00,,,,,0,03,6.96,,,,,,*5C
$GPGSA,A,1,07,05,13,,,,7.03,6.96,1.00*0C
$GPGSV,2,1,07,05,50,283,21,07,49,059,22,13,38,296,20,14,45,160,19*7C
$GPGSV,2,2,07,20,,,24,27,05,029,,30,,,20*40
$GPGLL,,,,,152336.00,V,N*4A
$GPRMC,152337.00,V,,,,,,,190923,,,N*7C
$GPVTG,,,,,,,,,N*30
$GPGGA,152337.00,,,,,0,03,6.95,,,,,,*5E
$GPGSA,A,1,07,05,13,,,,,,,,,,7.02,6.95,1.00*0E
$GPGSV,2,1,07,05,50,283,29,07,49,059,17,13,38,296,20,14,45,160,22*7A
$GPGSV,2,2,07,20,,,23,27,05,029,,30,,,23*44
$GPGLL,,,,,152337.00,V,N*4B
$GPRMC,152338.00,V,,,,,,,190923,,,N*73
$G,,,,,,,N*30
$GPGGA,152338.00,,,,,0,03,6.95,,,,,,*51
$GPGSA,A,1,07,05,13,,,,,,,,,,7.02,6.95,1.00*0E
$GPGSV,2,1,07,05,50,283,27,07,49,059,29,13,38,296,21,14,45,160,21*7B
$GPGSV,2,2,07,20,,,22,27,05,029,,30,,,23*45
$GPGLL,,,,,152338.00,V,N*44
$GPRMC,152339.00,V,,,,,,,190923,,,N*72
$GPVTG,,,,,,,,,N*30
$GPGGA,152339.00,,,,,0,03,6.94,,,,,,*51
$GPGSA,A,1,07,05,13,,,,,,,,,,7.01,6.94,1.00*0C
$GPGSV,2,1,07,05,50,283,21,07,49,059,16,13,38,296,23,14,45,160,19*78
$GPGSV,2,2,07,20,,,21,27,05,029,,3040
$GPGLL,,,,,152339.00,V,N*45
$GPRMC,152340.00,V,,,,,,,190923,,,N*7C
$GPVTG,,,,,,,,,N*30
$GPGGA,152340.00,,,,,0,03,6.94,,,,,,*5F
$GPGSA,A,1,07,05,13,,,,,,,,,,7.01,6.94,1.00*0C
$GPGSV,2,1,07,05,50,283,22,07,49,059,16,13,38,296,28,14,45,160,18*71
$GPGSV,2,2,07,20,,,22,27,05,029,,30,,,26*40
$GPGLL,,,,,152340.00,V,N*4B
$GPRMC,152341.00,V,,,,,,,190923,,,N*7D
$GPVTG,,,,,,,,,N*30
$GPGGA,152341.00,,,,,0,03,6.93,,,,,,*59
$GPGSA,A,1,07,05,13,,,,,,,,,,7.00,6.93,1.00*0A
$GPGSV,2,1,07,05,50,28,49,059,15,13,38,296,27,14,45,160,17*75
$GPGSV,2,2,07,20,,,25,27,05,029,,30,,,28*49
$GPGLL,,,,,152341.00,V,N*4A
$GPRMC,152342.00,V,,,,,,,190923,,,N*7E
$GPVTG,,,,,,,,,N*30
$GPGGA,152342.00,,,,,0,03,6.93,,,,,,*5A
$GPGSA,A,1,07,05,13,,,,,,,,,,7.00,6.93,1.00*0A
$GPGSV,2,1,07,05,50,283,26,07,49,059,14,13,38,296,28,14,45,160,17*78
$GPGSV,2,2,07,20,,,25,27,05,029,,30,,,27*46
$GPGLL,,,,,152342.00,V,N*49
$GPRMC,152343.00,V,,,,,,,190923,,,N*7F
$GPVTG,,,,,,,,,N*30
$GPGGA,152343.00,,,,,0,00,99.9*64
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,05,50,283,28,07,49,059,13,13,38,296,33,14,45,160,16*7A
$GPGSV,2,2,07,20,,,25,27,05,029,,30,,,25*44
$GPGLL,,,,,152343.00,V,N*48
$GPRMC,152344.00,V,,,,,,,190923,,,N*78
$GPVTG,,,,,,,,,N*30
$GPGGA,152344.00,,,,,0,00,99.99,,,,,,*63
$GPGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99*30
$GPGSV,2,1,07,05,50,283,28,07,49,059,18,13,38,296,32,14,45,160,12*74
